CustomerID,Customer,Segment,FirstOrderDate,LastOrderDate,LifetimeOrders,FirstOrderYear,OrderBand,OrderBandSort
PF-19225,Phillip Flathmann,Consumer,2023-06-26,2024-09-07,5,2023,4-6 orders,3
PG-18820,Patrick Gardner,Consumer,2021-05-09,2024-11-24,13,2021,7+ orders,4
PG-18895,Paul Gonzalez,Consumer,2021-05-11,2024-11-03,9,2021,7+ orders,4
PH-18790,Patricia Hirasaki,Home Office,2024-10-21,2024-10-21,1,2024,1 order,1
PJ-18835,Patrick Jones,Corporate,2021-05-28,2024-11-21,8,2021,7+ orders,4
PJ-19015,Pauline Johnson,Consumer,2021-04-07,2024-08-18,6,2021,4-6 orders,3
PK-18910,Paul Knutson,Home Office,2021-04-04,2023-09-03,2,2021,2-3 orders,2
PK-19075,Pete Kriz,Consumer,2021-11-11,2024-12-21,12,2021,7+ orders,4
PL-18925,Paul Lucas,Home Office,2021-11-01,2024-12-15,5,2021,4-6 orders,3
PM-18940,Paul MacIntyre,Consumer,2021-05-04,2023-12-09,3,2021,2-3 orders,2
PM-19135,Peter McVee,Home Office,2022-12-19,2024-11-09,4,2022,4-6 orders,3
PN-18775,Parhena Norris,Home Office,2022-08-07,2024-11-30,8,2022,7+ orders,4
PO-18850,Patrick O'Brill,Consumer,2021-11-02,2024-12-26,11,2021,7+ orders,4
PO-18865,Patrick O'Donnell,Consumer,2021-03-23,2024-12-30,7,2021,7+ orders,4
PO-19180,Philisse Overcash,Home Office,2022-08-11,2024-07-23,9,2022,7+ orders,4
PO-19195,Phillina Ober,Home Office,2021-01-04,2024-10-05,5,2021,4-6 orders,3
PP-18955,Paul Prost,Home Office,2021-08-26,2024-09-24,10,2021,7+ orders,4
PR-18880,Patrick Ryan,Consumer,2021-09-05,2024-11-24,5,2021,4-6 orders,3
PS-18760,Pamela Stobb,Consumer,2021-06-15,2024-09-14,6,2021,4-6 orders,3
PS-18970,Paul Stevenson,Home Office,2021-04-15,2024-10-22,8,2021,7+ orders,4
PS-19045,Penelope Sewall,Home Office,2021-12-20,2024-05-08,7,2021,7+ orders,4
PT-19090,Pete Takahito,Consumer,2021-09-12,2024-10-20,3,2021,2-3 orders,2
PV-18985,Paul Van Hugh,Home Office,2021-07-12,2024-10-02,5,2021,4-6 orders,3
PW-19030,Pauline Webber,Corporate,2021-05-16,2024-11-14,10,2021,7+ orders,4
PW-19240,Pierre Wener,Consumer,2021-11-18,2023-09-22,7,2021,7+ orders,4
QJ-19255,Quincy Jones,Corporate,2021-03-17,2024-12-05,9,2021,7+ orders,4
RA-19285,Ralph Arnett,Consumer,2021-12-13,2024-12-25,9,2021,7+ orders,4
RA-19885,Ruben Ausman,Corporate,2021-04-08,2024-11-05,6,2021,4-6 orders,3
RA-19915,Russell Applegate,Consumer,2021-06-30,2024-12-18,9,2021,7+ orders,4
RA-19945,Ryan Akin,Consumer,2021-08-29,2024-10-30,5,2021,4-6 orders,3
RB-19330,Randy Bradley,Consumer,2021-11-17,2024-10-23,2,2021,2-3 orders,2
RB-19360,Raymond Buch,Consumer,2023-04-01,2024-09-25,6,2023,4-6 orders,3
RB-19435,Richard Bierner,Consumer,2021-03-11,2024-11-19,7,2021,7+ orders,4
RB-19465,Rick Bensley,Home Office,2021-03-14,2024-12-21,12,2021,7+ orders,4
RB-19570,Rob Beeghly,Consumer,2023-04-28,2024-12-05,5,2023,4-6 orders,3
RB-19645,Robert Barroso,Corporate,2021-08-23,2023-03-22,5,2021,4-6 orders,3
RB-19705,Roger Barcio,Home Office,2022-08-22,2024-11-06,4,2022,4-6 orders,3
RB-19795,Ross Baird,Home Office,2021-06-03,2024-11-28,8,2021,7+ orders,4
RC-19825,Roy Collins,Consumer,2021-12-05,2023-12-26,6,2021,4-6 orders,3
RC-19960,Ryan Crowe,Consumer,2021-08-25,2024-09-11,4,2021,4-6 orders,3
RD-19480,Rick Duston,Consumer,2021-06-08,2024-10-19,8,2021,7+ orders,4
RD-19585,Rob Dowd,Consumer,2021-04-02,2024-07-03,9,2021,7+ orders,4
RD-19660,Robert Dilbeck,Home Office,2022-10-24,2024-09-07,4,2022,4-6 orders,3
RD-19720,Roger Demir,Consumer,2021-07-20,2024-12-09,10,2021,7+ orders,4
RD-19810,Ross DeVincentis,Home Office,2021-10-27,2024-12-16,8,2021,7+ orders,4
RD-19900,Ruben Dartt,Consumer,2021-04-05,2024-09-07,9,2021,7+ orders,4
RD-19930,Russell D'Ascenzo,Consumer,2021-10-03,2024-11-18,4,2021,4-6 orders,3
RE-19405,Ricardo Emerson,Consumer,2021-12-29,2021-12-29,1,2021,1 order,1
RE-19450,Richard Eichhorn,Consumer,2022-08-15,2024-03-03,4,2022,4-6 orders,3
RF-19345,Randy Ferguson,Corporate,2021-05-20,2023-12-05,8,2021,7+ orders,4
RF-19735,Roland Fjeld,Consumer,2021-08-06,2024-10-02,7,2021,7+ orders,4
RF-19840,Roy Französisch,Consumer,2021-11-12,2024-12-24,7,2021,7+ orders,4
RH-19495,Rick Hansen,Consumer,2021-08-23,2024-11-28,5,2021,4-6 orders,3
RH-19510,Rick Huthwaite,Home Office,2021-11-16,2023-09-19,6,2021,4-6 orders,3
RH-19555,Ritsa Hightower,Consumer,2022-12-04,2023-07-29,2,2022,2-3 orders,2
RH-19600,Rob Haberlin,Consumer,2022-07-02,2023-07-14,3,2022,2-3 orders,2
RK-19300,Ralph Kennedy,Consumer,2022-07-20,2024-09-02,3,2022,2-3 orders,2
RL-19615,Rob Lucas,Consumer,2021-12-05,2024-08-31,8,2021,7+ orders,4
RM-19375,Raymond Messe,Consumer,2021-05-11,2024-01-19,6,2021,4-6 orders,3
RM-19675,Robert Marley,Home Office,2021-11-14,2024-12-24,5,2021,4-6 orders,3
RM-19750,Roland Murray,Consumer,2024-03-06,2024-03-06,1,2024,1 order,1
RO-19780,Rose O'Brian,Consumer,2022-05-12,2024-11-25,7,2022,7+ orders,4
RP-19270,Rachel Payne,Corporate,2021-10-19,2023-08-21,4,2021,4-6 orders,3
RP-19390,Resi Pölking,Consumer,2021-05-24,2024-11-27,12,2021,7+ orders,4
RP-19855,Roy Phan,Corporate,2022-02-15,2024-12-02,7,2022,7+ orders,4
RR-19315,Ralph Ritter,Consumer,2023-11-14,2024-12-11,2,2023,2-3 orders,2
RR-19525,Rick Reed,Corporate,2021-09-09,2024-07-13,6,2021,4-6 orders,3
RS-19420,Ricardo Sperren,Corporate,2021-08-05,2024-10-15,5,2021,4-6 orders,3
RS-19765,Roland Schwarz,Corporate,2021-04-07,2024-11-24,8,2021,7+ orders,4
RS-19870,Roy Skaria,Home Office,2023-06-07,2024-12-11,2,2023,2-3 orders,2
RW-19540,Rick Wilson,Corporate,2022-02-03,2024-09-01,7,2022,7+ orders,4
RW-19630,Rob Williams,Corporate,2021-06-28,2024-10-02,9,2021,7+ orders,4
RW-19690,Robert Waldorf,Consumer,2023-05-30,2024-10-12,5,2023,4-6 orders,3
SA-20830,Sue Ann Reed,Consumer,2021-02-22,2024-10-28,10,2021,7+ orders,4
SB-20170,Sarah Bern,Consumer,2021-06-06,2024-06-12,3,2021,2-3 orders,2
SB-20185,Sarah Brown,Consumer,2021-09-20,2024-06-25,6,2021,4-6 orders,3
SB-20290,Sean Braxton,Corporate,2021-05-09,2024-11-13,7,2021,7+ orders,4
SC-20020,Sam Craven,Consumer,2021-03-03,2022-11-10,5,2021,4-6 orders,3
SC-20050,Sample Company A,Home Office,2021-03-18,2024-11-20,9,2021,7+ orders,4
SC-20095,Sanjit Chand,Consumer,2021-02-12,2024-01-15,9,2021,7+ orders,4
SC-20230,Scot Coram,Corporate,2023-06-06,2024-08-03,4,2023,4-6 orders,3
SC-20260,Scott Cohen,Corporate,2021-04-06,2024-06-26,8,2021,7+ orders,4
SC-20305,Sean Christensen,Consumer,2022-01-27,2024-12-01,6,2022,4-6 orders,3
SC-20380,Shahid Collister,Consumer,2021-03-01,2024-11-30,9,2021,7+ orders,4
SC-20440,Shaun Chance,Corporate,2022-08-17,2024-11-24,7,2022,7+ orders,4
SC-20575,Sonia Cooley,Consumer,2021-06-16,2024-09-29,4,2021,4-6 orders,3
SC-20680,Steve Carroll,Home Office,2021-11-21,2024-08-26,6,2021,4-6 orders,3
SC-20695,Steve Chapman,Corporate,2021-12-16,2024-10-02,10,2021,7+ orders,4
SC-20725,Steven Cartwright,Consumer,2021-06-03,2024-06-26,11,2021,7+ orders,4
SC-20770,Stewart Carmichael,Corporate,2022-06-20,2024-11-19,7,2022,7+ orders,4
SC-20800,Stuart Calhoun,Consumer,2022-12-11,2024-11-30,4,2022,4-6 orders,3
SC-20845,Sung Chung,Consumer,2023-11-11,2023-11-11,1,2023,1 order,1
SD-20485,Shirley Daniels,Home Office,2021-01-26,2024-06-13,9,2021,7+ orders,4
SE-20110,Sanjit Engle,Consumer,2021-04-11,2024-12-21,11,2021,7+ orders,4
SF-20065,Sandra Flanagan,Consumer,2021-09-10,2024-11-01,7,2021,7+ orders,4
SF-20200,Sarah Foster,Consumer,2021-12-23,2024-11-01,9,2021,7+ orders,4
SF-20965,Sylvia Foulston,Corporate,2021-10-21,2024-11-12,9,2021,7+ orders,4
SG-20080,Sandra Glassco,Consumer,2022-10-31,2024-12-22,3,2022,2-3 orders,2
SG-20470,Sheri Gordon,Consumer,2021-07-26,2024-06-30,8,2021,7+ orders,4
SG-20605,Speros Goranitis,Consumer,2021-11-03,2024-09-13,5,2021,4-6 orders,3
SG-20890,Susan Gilcrest,Corporate,2021-03-30,2024-05-18,3,2021,2-3 orders,2
SH-19975,Sally Hughsby,Corporate,2021-12-10,2024-12-01,12,2021,7+ orders,4
SH-20395,Shahid Hopkins,Consumer,2021-11-02,2024-12-07,10,2021,7+ orders,4
SH-20635,Stefanie Holloman,Corporate,2021-12-16,2022-11-26,2,2021,2-3 orders,2
SJ-20125,Sanjit Jacobs,Home Office,2022-09-22,2024-09-26,12,2022,7+ orders,4
SJ-20215,Sarah Jordon,Consumer,2022-02-09,2024-12-01,6,2022,4-6 orders,3
SJ-20500,Shirley Jackson,Consumer,2021-08-31,2024-04-21,5,2021,4-6 orders,3
SK-19990,Sally Knutson,Consumer,2023-11-28,2024-12-22,3,2023,2-3 orders,2
SL-20155,Sara Luxemburg,Home Office,2021-09-21,2024-10-21,6,2021,4-6 orders,3
SM-20005,Sally Matthias,Consumer,2021-11-23,2023-11-04,4,2021,4-6 orders,3
SM-20320,Sean Miller,Home Office,2021-03-18,2024-10-12,5,2021,4-6 orders,3
SM-20905,Susan MacKendrick,Consumer,2023-05-03,2023-05-03,1,2023,1 order,1
SM-20950,Suzanne McNair,Corporate,2021-09-29,2024-12-05,11,2021,7+ orders,4
SN-20560,Skye Norling,Home Office,2022-06-18,2024-09-10,6,2022,4-6 orders,3
SN-20710,Steve Nguyen,Home Office,2021-05-06,2024-10-12,7,2021,7+ orders,4
SO-20335,Sean O'Donnell,Consumer,2022-10-11,2024-12-01,6,2022,4-6 orders,3
SP-20545,Sibella Parks,Corporate,2021-10-13,2024-02-06,6,2021,4-6 orders,3
SP-20620,Stefania Perrino,Corporate,2021-09-08,2024-11-13,9,2021,7+ orders,4
SP-20650,Stephanie Phelps,Corporate,2021-04-16,2023-12-09,9,2021,7+ orders,4
SP-20860,Sung Pak,Corporate,2021-12-15,2024-10-12,10,2021,7+ orders,4
SP-20920,Susan Pistek,Consumer,2021-11-22,2024-10-21,6,2021,4-6 orders,3
SR-20425,Sharelle Roach,Home Office,2021-06-14,2024-12-22,5,2021,4-6 orders,3
SR-20740,Steven Roelle,Home Office,2021-02-20,2024-06-17,8,2021,7+ orders,4
SS-20140,Saphhira Shifley,Corporate,2021-11-23,2024-12-15,8,2021,7+ orders,4
SS-20410,Shahid Shariari,Consumer,2021-05-30,2024-09-11,6,2021,4-6 orders,3
SS-20515,Shirley Schmidt,Home Office,2021-07-14,2023-08-26,3,2021,2-3 orders,2
SS-20590,Sonia Sunley,Consumer,2021-08-05,2023-10-24,6,2021,4-6 orders,3
SS-20875,Sung Shariari,Consumer,2021-12-14,2024-09-01,5,2021,4-6 orders,3
ST-20530,Shui Tom,Consumer,2021-02-14,2024-08-27,7,2021,7+ orders,4
SU-20665,Stephanie Ulpright,Home Office,2022-12-05,2024-12-10,7,2022,7+ orders,4
SV-20365,Seth Vernon,Consumer,2021-01-11,2024-09-20,10,2021,7+ orders,4
SV-20785,Stewart Visinsky,Consumer,2021-04-12,2024-02-13,9,2021,7+ orders,4
SV-20815,Stuart Van,Corporate,2022-05-04,2024-10-15,4,2022,4-6 orders,3
SV-20935,Susan Vittorini,Consumer,2023-03-19,2024-12-28,8,2023,7+ orders,4
SW-20245,Scot Wooten,Consumer,2021-07-20,2024-10-10,7,2021,7+ orders,4
SW-20275,Scott Williamson,Consumer,2021-03-10,2024-11-30,6,2021,4-6 orders,3
SW-20350,Sean Wendt,Home Office,2023-04-09,2024-07-21,3,2023,2-3 orders,2
SW-20455,Shaun Weien,Consumer,2022-06-22,2024-07-21,6,2022,4-6 orders,3
SW-20755,Steven Ward,Corporate,2021-11-02,2023-07-14,2,2021,2-3 orders,2
SZ-20035,Sam Zeldin,Home Office,2021-09-07,2024-11-25,11,2021,7+ orders,4
TA-21385,Tom Ashbrook,Home Office,2021-09-12,2024-10-22,4,2021,4-6 orders,3
TB-21055,Ted Butterfield,Consumer,2023-06-17,2024-09-02,4,2023,4-6 orders,3
TB-21175,Thomas Boland,Corporate,2021-12-08,2024-11-02,4,2021,4-6 orders,3
TB-21190,Thomas Brumley,Home Office,2021-12-27,2024-11-11,4,2021,4-6 orders,3
TB-21250,Tim Brockman,Consumer,2021-12-08,2024-01-15,7,2021,7+ orders,4
TB-21280,Toby Braunhardt,Consumer,2021-06-21,2023-05-26,6,2021,4-6 orders,3
TB-21355,Todd Boyes,Corporate,2023-01-25,2024-08-06,5,2023,4-6 orders,3
TB-21400,Tom Boeckenhauer,Consumer,2021-02-03,2024-06-11,6,2021,4-6 orders,3
TB-21520,Tracy Blumstein,Consumer,2021-10-17,2024-09-14,9,2021,7+ orders,4
TB-21595,Troy Blackwell,Consumer,2021-02-18,2024-03-20,4,2021,4-6 orders,3
TB-21625,Trudy Brown,Consumer,2021-08-06,2024-11-30,9,2021,7+ orders,4
TC-20980,Tamara Chand,Corporate,2021-11-07,2023-11-26,5,2021,4-6 orders,3
TC-21145,Theresa Coyne,Corporate,2024-09-15,2024-09-15,1,2024,1 order,1
TC-21295,Toby Carlisle,Consumer,2021-10-14,2024-12-03,8,2021,7+ orders,4
TC-21475,Tony Chapman,Home Office,2021-11-22,2024-07-30,9,2021,7+ orders,4
TC-21535,Tracy Collins,Home Office,2021-11-03,2024-12-26,7,2021,7+ orders,4
TD-20995,Tamara Dahlen,Consumer,2021-05-19,2024-11-23,9,2021,7+ orders,4
TG-21310,Toby Gnade,Consumer,2022-03-09,2024-01-27,5,2022,4-6 orders,3
TG-21640,Trudy Glocke,Consumer,2021-03-31,2024-09-07,4,2021,4-6 orders,3
TH-21100,Thea Hendricks,Consumer,2021-09-27,2024-01-20,5,2021,4-6 orders,3
TH-21115,Thea Hudgings,Corporate,2021-09-23,2024-11-02,4,2021,4-6 orders,3
TH-21235,Tiffany House,Corporate,2021-11-04,2024-09-04,8,2021,7+ orders,4
TH-21550,Tracy Hopkins,Home Office,2021-04-05,2024-10-19,7,2021,7+ orders,4
TM-21010,Tamara Manning,Consumer,2021-02-21,2024-09-18,7,2021,7+ orders,4
TM-21490,Tony Molinari,Consumer,2024-03-30,2024-08-22,3,2024,2-3 orders,2
TN-21040,Tanja Norvell,Home Office,2021-10-10,2024-10-01,7,2021,7+ orders,4
TP-21130,Theone Pippenger,Consumer,2022-04-14,2024-12-22,9,2022,7+ orders,4
TP-21415,Tom Prescott,Consumer,2022-11-28,2024-09-17,5,2022,4-6 orders,3
TP-21565,Tracy Poddar,Corporate,2022-03-01,2024-01-14,4,2022,4-6 orders,3
TR-21325,Toby Ritter,Consumer,2021-12-01,2024-06-20,5,2021,4-6 orders,3
TS-21085,Thais Sissman,Consumer,2022-07-19,2024-01-07,2,2022,2-3 orders,2
TS-21160,Theresa Swint,Corporate,2021-04-23,2023-08-13,6,2021,4-6 orders,3
TS-21205,Thomas Seio,Corporate,2021-03-21,2024-06-15,7,2021,7+ orders,4
TS-21340,Toby Swindell,Consumer,2021-01-19,2024-05-18,5,2021,4-6 orders,3
TS-21370,Todd Sumrall,Corporate,2021-10-28,2024-11-24,6,2021,4-6 orders,3
TS-21430,Tom Stivers,Corporate,2021-07-30,2024-07-11,5,2021,4-6 orders,3
TS-21505,Tony Sayre,Consumer,2021-12-20,2024-12-19,6,2021,4-6 orders,3
TS-21610,Troy Staebel,Consumer,2021-08-16,2024-11-05,7,2021,7+ orders,4
TS-21655,Trudy Schmidt,Consumer,2022-02-06,2024-05-06,5,2022,4-6 orders,3
TT-21070,Ted Trevino,Consumer,2021-05-18,2024-11-29,7,2021,7+ orders,4
TT-21220,Thomas Thornton,Consumer,2021-09-23,2024-06-30,8,2021,7+ orders,4
TT-21265,Tim Taslimi,Corporate,2022-08-15,2023-11-19,3,2022,2-3 orders,2
TT-21460,Tonja Turnell,Home Office,2022-12-08,2024-12-18,7,2022,7+ orders,4
TW-21025,Tamara Willingham,Home Office,2021-12-22,2024-10-27,7,2021,7+ orders,4
TZ-21580,Tracy Zic,Consumer,2021-11-11,2024-11-25,4,2021,4-6 orders,3
VB-21745,Victoria Brennan,Corporate,2022-07-17,2024-11-06,6,2022,4-6 orders,3
VD-21670,Valerie Dominguez,Consumer,2021-08-04,2023-05-28,6,2021,4-6 orders,3
VF-21715,Vicky Freymann,Home Office,2021-03-01,2024-12-17,5,2021,4-6 orders,3
VG-21790,Vivek Gonzalez,Consumer,2021-08-08,2024-07-29,6,2021,4-6 orders,3
VG-21805,Vivek Grady,Corporate,2021-09-22,2023-08-26,4,2021,4-6 orders,3
VM-21685,Valerie Mitchum,Home Office,2021-04-07,2024-11-06,7,2021,7+ orders,4
VM-21835,Vivian Mathis,Consumer,2021-03-22,2024-09-04,5,2021,4-6 orders,3
VP-21730,Victor Preis,Home Office,2022-07-05,2024-11-30,3,2022,2-3 orders,2
VP-21760,Victoria Pisteka,Corporate,2021-09-06,2024-10-16,7,2021,7+ orders,4
VS-21820,Vivek Sundaresam,Consumer,2021-01-07,2024-05-23,4,2021,4-6 orders,3
VT-21700,Valerie Takahito,Home Office,2021-06-06,2022-04-05,2,2021,2-3 orders,2
VW-21775,Victoria Wilson,Corporate,2021-05-11,2024-12-02,10,2021,7+ orders,4
WB-21850,William Brown,Consumer,2021-11-04,2024-12-10,10,2021,7+ orders,4
XP-21865,Xylona Preis,Consumer,2021-01-20,2024-11-17,11,2021,7+ orders,4
YC-21895,Yoseph Carroll,Corporate,2021-11-17,2024-12-26,5,2021,4-6 orders,3
YS-21880,Yana Sorensen,Corporate,2022-01-12,2024-12-21,8,2022,7+ orders,4
ZC-21910,Zuschuss Carroll,Consumer,2021-10-13,2024-11-06,13,2021,7+ orders,4
ZD-21925,Zuschuss Donatelli,Consumer,2021-08-27,2024-06-11,5,2021,4-6 orders,3
